,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU)
5681,Kepler-1638 b,b,Kepler-1638,259.33683,0.0,89.9954,1.87,3.5,304.0,2.76,0.03497,15.979,0.97,5710.0,-0.114,0.95,4.37,-0.01,1525.52,0.626933,7.7922911,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.4823299,48.5244695,81.52166,12.2882,0.33,-0.22,0.0,0.05,-0.06,0.0,0.17,-0.08,0.0,4.19,-2.59,0.0,50.91,-47.78,0.0210332,-0.0210332,0.745
5682,Kepler-1613 b,b,Kepler-1613,1.5184299,0.0,80.83,2.08,3.04,1926.0,6797.623,0.01968,3.414,1.08,6005.0,0.63777422928026,1.12,3.55,0.01,1508.33,0.634424,7.6415986,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,289.8750066,43.4209318,75.06765,13.56034,0.44,-0.51,0.0,0.08,-0.07,0.0,0.24,-0.12,0.0,1.93,-1.79,0.0,65.08,-60.0,0.0272679,-0.0272679,0.0264
5683,Kepler-581 b,b,Kepler-581,40.6069821,0.0,89.41,2.63,2.24,521.0,12.39,0.06964,5.719,1.0,5772.0,-0.169458548170808,1.0,4.07,0.03,703.758,1.39278,24.958347,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.4326552,40.6481874,74.42746,8.62923,0.56,-0.29,0.0,0.08,-0.07,0.0,0.21,-0.11,0.0,3.55,-2.32,0.0,13.732,-13.225,0.0269959,-0.0269959,0.2259
5684,Kepler-1053 b,b,Kepler-1053,2.41435165,0.0,89.12,0.98,5.28,953.0,139.818,0.02029,1.2248,0.74,4529.0,-0.895117696684007,0.69,3.09,0.1,151.129,6.58796,7.4313548,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,291.4186349,39.1273664,71.61836,10.66077,0.05,-0.04,0.0,0.03,-0.04,0.0,0.03,-0.03,0.0,5.5,-1.55,0.0,0.389,-0.387,0.0168608,-0.0168608,0.0315
5685,Kepler-1531 b,b,Kepler-1531,1.13854338,0.0,81.07,1.11,5.67,2537.0,9805.45,0.00662,2.0922,1.16,6260.0,0.303652151149396,1.27,2.82,-0.03,666.334,1.47187,4.2615498,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,285.146622,39.3708055,69.76804,15.17632,0.48,-0.18,0.0,0.2,-0.12,0.0,0.55,-0.21,0.0,1.39,-1.03,0.0,5.575,-5.485,0.0123606,-0.0123606,0.022
5686,Kepler-1116 b,b,Kepler-1116,41.6977827,0.0,89.98,2.54,2.34,488.0,15.793,0.06848,5.423,0.95,5641.0,-0.146759924580716,0.93,4.9,0.01,1008.57,0.963177,7.7615764,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,291.9336573,44.1154992,76.36321,12.51187,0.54,-0.22,0.0,0.05,-0.06,0.0,0.2,-0.08,0.0,4.56,-3.11,0.0,26.63,-25.309,0.0253236,-0.0253236,0.233
5687,Kepler-760 c,c,Kepler-760,2.46697439,0.0,86.61,1.48,4.73,1139.0,453.648,0.03087,1.5646,0.89,5322.0,-0.27997067349557,0.85,4.57,0.08,792.336,1.23364,3.582822,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,287.5931997,44.1794278,75.09507,15.37324,0.12,-0.09,0.0,0.04,-0.04,0.0,0.07,-0.04,0.0,6.4,-2.88,0.0,16.454,-15.81,0.0254938,-0.0254938,0.0333
5688,Kepler-997 b,b,Kepler-997,2.70730672,0.0,89.93,1.36,5.29,1709.0,1900.131,0.00737,3.4623,1.22,6150.0,0.495690280368601,1.56,3.63,0.05,467.568,2.11017,13.5073471,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,289.2333767,49.9388952,81.06648,16.58282,0.33,-0.26,0.0,0.15,-0.08,0.0,0.37,-0.3,0.0,0.82,-0.69,0.0,5.707,-5.574,0.0256027,-0.0256027,0.0397
5689,Kepler-967 c,c,Kepler-967,198.7112502,0.0,89.99,3.65,1.46,258.0,1.05,0.21708,8.5374,0.84,5178.0,-0.717594952670409,0.8,5.89,-0.03,568.546,2.68688160739561,25.5161829,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,286.5580128,38.4052418,69.30269,13.78488,0.15,-0.13,0.0,0.03,-0.04,0.0,0.03,-0.03,0.0,3.64,-3.24,0.0,,,0.165216534851389,-0.165216534851389,0.6253
5690,Kepler-497 b,b,Kepler-497,3.57320367,0.0,89.69,6.04,0.758,1210.0,1129.272,0.2975,2.8837,1.09,5834.0,0.252159960522753,1.11,3.55,0.24,1291.98,0.631770224774928,16.7224772,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,290.7659557,38.9279468,71.20789,11.02727,1.58,-0.66,0.0,0.1,-0.06,0.0,0.29,-0.12,0.0,1.87,-1.94,0.0,,,0.023853011386652,-0.023853011386652,0.0457
5691,Kepler-1148 b,b,Kepler-1148,1.10446351,0.0,88.94,1.69,3.98,1397.0,815.407,0.04935,1.0547,0.81,5054.0,-0.531053343314367,0.77,4.57,-0.02,625.692,1.56982,6.5863386,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,290.9536059,45.7195545,77.54717,13.82547,0.1,-0.09,0.0,0.04,-0.04,0.0,0.04,-0.04,0.0,5.83,-2.7,0.0,10.668,-10.321,0.0265973,-0.0265973,0.0188
5692,Kepler-193 b,b,Kepler-193,11.38848,0.0,89.4,2.39,2.54,979.0,117.303,0.04571,3.618,1.139,6335.0,0.0995570325627471,1.15,0.3,0.14,1009.1,0.962587,2.9476216,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,296.4985951,46.5772484,80.09004,10.77346,1.08,-1.08,0.0,0.086,-0.086,0.0,0.52,-0.52,0.0,1.0,-1.0,0.0,22.9,-21.929,0.0218362,-0.0218362,0.106
5693,Kepler-245 c,c,Kepler-245,17.460812,0.0,89.31,2.18,120.0,568.0,25.152,0.0875,2.244,0.86,5100.0,-0.395785182540001,0.8,3.63,0.05,861.527,1.13295,6.1213447,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.6389972,42.4363482,74.72154,11.97179,0.17,-0.17,0.0,0.03,-0.032,0.0,0.05,-0.05,0.0,2.86,-1.81,0.0,26.041,-24.582,0.0338142,-0.0338142,0.124
5694,Kepler-443 b,b,Kepler-443,177.6693,0.11,89.94,2.33,2.62,233.0,0.86,0.09014,8.95,0.74,4723.0,-0.664,0.71,3.2,-0.01,802.271,1.21845,23.8460915,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,Transit,2015,2015-02,0,0,0,0,288.6104839,49.9685458,80.93539,16.96458,0.19,-0.22,0.0,0.03,-0.03,0.0,0.03,-0.02,0.0,7.5,-0.4,0.0,23.26,-22.007,0.0348764,-0.0348764,0.495
5695,Kepler-539 c,c,Kepler-539,1000.0,0.5,,13.3,1.78,253.0,,,,1.05,5820.0,-0.0943772245236392,0.95,0.91,-0.01,307.318,3.22574,9.8156081,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,Transit Timing Variations,2016,2016-05,0,0,0,0,299.1224639,41.8667953,76.8781,6.81805,,,0.0,0.04,-0.04,0.0,0.02,-0.02,0.0,0.84,-0.84,0.0,3.57,-3.489,0.0370823,-0.0370823,2.42
5696,Kepler-361 c,c,Kepler-361,55.188023,0.0,89.72,2.52,2.37,568.0,33.948,0.03594,9.167,1.17,6169.0,0.458760793607279,1.34,2.95,0.024,930.32,1.04629,15.7568625,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,296.8034146,46.7411011,80.338,10.66734,0.48,-0.48,0.0,0.058,-0.054,0.0,0.26,-0.26,0.0,0.8,-0.8,0.0,15.496,-15.496,0.0177645,-0.0177645,0.3
5697,Kepler-1230 b,b,Kepler-1230,9.95661537,0.0,83.62,2.71,2.15,946.0,153.933,0.05868,2.87,1.06,5961.0,0.0962566903824603,1.08,3.47,0.01,1364.22,0.704679,7.5788054,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,283.2645129,41.7114526,71.4697,17.37988,0.49,-0.29,0.0,0.08,-0.06,0.0,0.19,-0.1,0.0,2.0,-1.8,0.0,64.84,-59.3,0.0330749,-0.0330749,0.0921
5698,Kepler-753 b,b,Kepler-753,5.74772501,0.0,88.33,1.91,3.4,641.0,41.674,0.08201,1.8222,0.68,4346.0,-0.864674901772911,0.65,3.63,-0.03,274.767,3.61071,19.1936252,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,291.9032411,37.9023677,70.67881,9.77228,0.25,-0.09,0.0,0.03,-0.03,0.0,0.02,-0.02,0.0,5.57,-2.02,0.0,1.753,-1.731,0.0228964,-0.0228964,0.054
5699,Kepler-358 b,b,Kepler-358,34.060467,0.0,89.36,2.72,2.14,554.0,21.805,0.08189,2.461,0.94,5908.0,-0.13808826935253,0.95,0.4,0.035,1101.1,0.880201,2.1869901,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,293.2302333,48.2813901,80.61347,13.5173,1.36,-1.36,0.0,0.043,-0.049,0.0,0.48,-0.48,0.0,3.1,-3.1,0.0,40.24,-40.24,0.032905,-0.032905,0.21
5700,Kepler-1254 b,b,Kepler-1254,9.99113313,0.0,88.16,1.55,4.46,660.0,33.978,0.03917,2.645,0.78,4985.0,-0.572022585207839,0.75,5.62,-0.1,622.818,1.577,1.8091524,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,285.1733174,48.7700099,78.91187,18.61756,0.09,-0.12,0.0,0.04,-0.05,0.0,0.03,-0.05,0.0,5.65,-3.3,0.0,8.81,-8.81,0.0225371,-0.0225371,0.0833
5701,Kepler-1622 b,b,Kepler-1622,10.8118737,0.0,86.49,1.47,4.77,922.0,236.005,0.0088,2.611,1.31,6436.0,0.37304006415498,1.5,2.19,0.04,796.477,1.22675,4.0317269,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,297.3288329,47.815459,81.47197,10.86809,0.68,-0.27,0.0,0.22,-0.13,0.0,0.69,-0.26,0.0,0.75,-0.607,0.0,9.151,-8.949,0.0141576,-0.0141576,0.0994
5702,Kepler-1275 b,b,Kepler-1275,3.65691115,0.0,89.07,1.48,4.73,1368.0,822.484,0.01181,2.114,1.23,6296.0,0.315032558391803,1.36,2.51,0.04,1153.98,0.838045,1.6921596,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,293.5004955,44.9324455,77.61798,11.8708,0.65,-0.27,0.0,0.21,-0.13,0.0,0.6,-0.23,0.0,1.08,-0.829,0.0,27.195,-27.195,0.0202607,-0.0202607,0.0488
5703,Kepler-87 b,b,Kepler-87,114.73635,0.036,89.274,13.49,0.729,478.0,9.203,0.485,11.878,1.1,5600.0,0.326044458115621,1.82,7.5,-0.17,1232.9,0.782544,4.5298324,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,Transit,2013,2014-01,0,0,0,0,297.9168433,46.9651146,80.91089,10.10838,0.55,-0.55,0.0,0.05,-0.05,0.0,0.04,-0.04,0.0,0.5,-0.5,0.0,27.02,-27.02,0.0176347,-0.0176347,0.481
5704,Kepler-1031 b,b,Kepler-1031,1.22621732,0.0,89.93,0.87,4.92,2024.0,3973.86,0.00561,2.1486,1.09,6011.0,0.17,1.12,3.39,0.03,682.882,,10.850885,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,296.0898796,48.9554121,82.10187,12.13118,0.21,-0.11,0.0,0.1,-0.07,0.0,0.27,-0.13,0.0,1.7,-1.63,0.0,,,,,0.0218
5705,Kepler-1250 b,b,Kepler-1250,2.60754383,0.0,89.17,1.92,3.38,1431.0,1866.193,0.03515,1.4646,0.99,5717.0,0.342550384103935,0.98,4.57,0.04,2126.85,0.440291,5.737157,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,287.7938184,45.9802492,76.87489,15.94425,0.45,-0.17,0.0,0.05,-0.05,0.0,0.22,-0.08,0.0,4.06,-2.8,0.0,137.12,-121.79,0.0280024,-0.0280024,0.0393
5706,Kepler-1174 b,b,Kepler-1174,6.89225223,0.0,89.84,1.59,4.31,1156.0,641.814,0.02144,2.4556,1.04,5936.0,0.555308397802814,1.04,3.55,-0.04,1408.75,0.680952,2.8362024,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,281.8314296,42.298891,71.65258,18.58354,0.31,-0.16,0.0,0.07,-0.07,0.0,0.2,-0.1,0.0,2.37,-1.87,0.0,27.7,-26.67,0.0135952,-0.0135952,0.0732
5707,Kepler-1166 b,b,Kepler-1166,33.2406882,0.0,89.75,1.69,3.98,486.0,14.188,0.03419,4.982,0.9,5446.0,-0.255944496111004,0.86,4.9,-0.02,634.906,1.54633,0.1661007,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,290.3484956,50.9028387,82.28058,16.30356,0.62,-0.14,0.0,0.04,-0.05,0.0,0.1,-0.06,0.0,6.66,-3.13,0.0,7.946,-7.946,0.0195615,-0.0195615,0.1975
5708,Kepler-1640 b,b,Kepler-1640,7.5844126,0.0,85.04,4.82,1.02,1228.0,537.4,0.1005,3.81,1.27,6324.0,0.47,1.43,2.4,0.1,1859.78,1.22941264094293,9.4144963,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,294.5577857,40.8504949,74.29026,9.30881,2.48,-0.8,0.0,0.21,-0.1,0.0,0.65,-0.21,0.0,0.734,-0.751,0.0,,,0.131016463126095,-0.131016463126095,0.0836
5709,Kepler-873 b,b,Kepler-873,20.5533844,0.0,87.62,3.75,1.41,749.0,68.015,0.06783,5.0988,1.18,6163.0,0.134487571341476,1.27,2.95,0.07,1182.22,0.817409,13.937631,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,296.4031319,51.2712773,84.3018,13.02195,1.64,-0.55,0.0,0.17,-0.09,0.0,0.53,-0.18,0.0,0.957,-1.21,0.0,33.82,-32.02,0.0233616,-0.0233616,0.1542
5710,Kepler-770 d,d,Kepler-770,4.15244722,0.0,86.24,1.4,5.09,1941.0,209.752,0.02234,2.5916,0.94,5598.0,0.0539879715079522,0.92,4.57,-0.01,930.457,1.04616,11.5896568,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,286.4904589,38.374872,69.25204,13.82103,0.19,-0.11,0.0,0.05,-0.06,0.0,0.12,-0.07,0.0,4.78,-2.85,0.0,19.353,-18.594,0.0217447,-0.0217447,0.0616
5711,Kepler-1155 b,b,Kepler-1155,33.469743,0.0,88.22,2.03,3.14,609.0,32.52,0.03707,4.513,1.03,5842.0,0.0472,1.03,3.72,0.04,1128.72,0.658539613018292,7.4770583,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,288.8206058,39.5228712,71.09401,12.64356,0.45,-0.2,0.0,0.07,-0.06,0.0,0.22,-0.1,0.0,2.8,-2.05,0.0,,,0.119237233482201,-0.119237233482201,0.2006
5712,Kepler-537 b,b,Kepler-537,3.24755522,0.0,88.14,1.41,5.04,1181.0,442.522,0.02097,2.4836,1.07,5763.0,-0.0387443015742561,0.99,1.45,0.23,439.4,2.24693,21.3589202,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,289.8805804,51.2769907,82.52041,16.72009,0.06,-0.04,0.0,0.03,-0.03,0.0,0.03,-0.03,0.0,0.712,-0.329,0.0,2.398,-2.372,0.01226,-0.01226,0.0442
5713,Kepler-1353 b,b,Kepler-1353,24.7543966,0.0,89.01,1.8,3.67,491.0,10.767,0.06146,3.532,0.76,4776.0,-0.61459644446447,0.72,4.68,-0.06,593.384,1.65711,8.2373521,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.7353911,42.5762317,76.25245,9.34988,0.37,-0.13,0.0,0.04,-0.05,0.0,0.04,-0.04,0.0,5.65,-2.71,0.0,10.697,-10.331,0.029624,-0.029624,0.153
5714,Kepler-1271 b,b,Kepler-1271,3.0255955,0.0,79.13,1.48,4.73,1484.0,975.181,0.01283,2.9592,1.13,6143.0,0.218709293261881,1.23,3.63,-0.01,831.991,1.17358,9.3847595,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,286.3442954,37.4119347,68.29791,13.53624,0.23,-0.16,0.0,0.06,-0.06,0.0,0.18,-0.13,0.0,1.06,-1.51,0.0,19.101,-18.277,0.0267838,-0.0267838,0.0418
5715,Kepler-752 b,b,Kepler-752,18.82747265,0.0,89.96,2.81,2.06,632.0,45.278,0.10062,4.732,0.87,5373.0,-0.12488286097955,0.83,4.07,-0.08,1232.29,0.783987,9.5866645,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,292.2681469,37.955672,70.85949,9.53998,0.26,-0.21,0.0,0.05,-0.06,0.0,0.07,-0.06,0.0,5.97,-2.41,0.0,49.91,-46.24,0.0313686,-0.0313686,0.1353
5716,Kepler-832 b,b,Kepler-832,7.1396941,0.0,89.89,2.06,3.08,965.0,256.828,0.05129,3.929,0.92,5596.0,0.0702466473791875,0.9,4.37,-0.08,1688.12,0.56484,1.0960399,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.9261101,45.383869,78.82861,10.55971,0.32,-0.17,0.0,0.06,-0.06,0.0,0.14,-0.07,0.0,5.12,-2.7,0.0,102.27,-91.41,0.0331038,-0.0331038,0.075
5717,Kepler-758 c,c,Kepler-758,4.75793986,0.0,84.31,1.69,3.98,1372.0,1211.822,0.01245,4.677,1.16,6228.0,0.562805148671482,1.42,3.8,-0.1,1502.32,0.637163,6.7857287,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,293.0846115,41.1354049,74.02528,10.42657,0.37,-0.29,0.0,0.12,-0.08,0.0,0.31,-0.23,0.0,0.95,-0.878,0.0,44.98,-42.48,0.0192171,-0.0192171,0.0547
5718,Kepler-798 b,b,Kepler-798,13.71933369,0.0,89.93,2.39,2.54,864.0,141.888,0.03164,5.5426,1.19,6224.0,0.222219478825051,1.29,2.82,0.03,972.274,0.99993,9.6808644,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,292.4782785,42.1422821,74.7325,11.28489,1.04,-0.34,0.0,0.18,-0.09,0.0,0.56,-0.18,0.0,1.04,-1.0,0.0,17.781,-17.781,0.0186621,-0.0186621,0.1174
5719,Kepler-795 b,b,Kepler-795,29.6193421,0.0,89.94,1.68,4.01,580.0,26.79,0.03147,4.9768,0.94,5631.0,-0.0217808960452953,0.96,6.46,-0.02,492.122,2.00331,10.7371727,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,291.0189951,38.5455728,70.94724,10.68138,0.18,-0.13,0.0,0.04,-0.04,0.0,0.1,-0.07,0.0,3.14,-3.87,0.0,4.726,-4.638,0.0191863,-0.0191863,0.1817
5720,Kepler-440 b,b,Kepler-440,101.11141,0.34,89.93,1.86,3.52,229.0,1.2,0.08781,7.95,0.57,4134.0,-1.102,0.56,1.3,-0.3,301.03,3.29324,32.1525702,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,Transit,2015,2015-02,0,0,0,0,285.3500664,41.4523695,71.82344,15.8353,0.24,-0.19,0.0,0.04,-0.05,0.0,0.03,-0.05,0.0,0.6,-0.2,0.0,2.278,-2.278,0.0249486,-0.0249486,0.242
5721,Kepler-610 c,c,Kepler-610,151.86392,0.0,89.99,3.3,1.67,318.0,2.297,0.08412,8.622,1.1,5943.0,-0.110340250246392,1.13,3.55,0.12,845.824,1.15383,7.1086722,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,293.1713241,45.0655934,77.63349,12.13853,0.84,-0.37,0.0,0.09,-0.07,0.0,0.31,-0.12,0.0,2.0,-1.81,0.0,16.77,-16.142,0.0228201,-0.0228201,0.5594
5722,Kepler-990 b,b,Kepler-990,9.91723428,0.0,87.06,2.6,2.27,903.0,157.41,0.04579,3.2597,1.05,5948.0,-0.050031254766415,1.08,3.55,0.01,802.163,1.21805,19.3218188,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,297.9381813,46.8813194,80.84382,10.05477,0.65,-0.42,0.0,0.12,-0.09,0.0,0.27,-0.14,0.0,2.38,-1.75,0.0,12.304,-12.304,0.0189724,-0.0189724,0.0883
5723,Kepler-923 b,b,Kepler-923,6.93366476,0.0,80.2,1.38,5.19,1104.0,390.636,0.01196,4.322,1.11,5988.0,0.332501276574264,1.26,4.68,0.07,1000.28,0.971283,4.8212122,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,294.1710831,40.0551372,73.43862,9.1964,0.29,-0.19,0.0,0.07,-0.04,0.0,0.26,-0.17,0.0,1.0,-1.73,0.0,20.3,-19.529,0.0197439,-0.0197439,0.0715
5724,Kepler-1398 c,c,Kepler-1398,4.13827595,0.0,86.45,1.03,5.43,1324.0,738.183,0.00638,3.449,1.13,6126.0,0.312109201568242,1.18,3.09,0.01,852.204,1.14464,10.5370393,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,294.8661073,48.6389923,81.43624,12.70334,0.37,-0.15,0.0,0.12,-0.08,0.0,0.37,-0.14,0.0,1.43,-1.42,0.0,10.609,-10.609,0.0144967,-0.0144967,0.051
5725,Kepler-1401 b,b,Kepler-1401,11.20066445,0.0,81.71,1.68,4.01,808.0,100.91,0.02199,3.786,1.07,5964.0,0.14,1.1,3.55,0.04,1425.43,,4.9304355,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,287.4660334,40.75842,71.81174,14.09655,0.37,-0.18,0.0,0.07,-0.06,0.0,0.23,-0.12,0.0,2.09,-1.83,0.0,,,,,0.0975
