Planet Name,Parallax,Number of Photometric Measurements,Number of Spectroscopic Measurements,Right Ascension,Declination,Galactic Longitude,Star Age Limit,Cluster
Kepler-327 d,0.1260608120316663,-0.4634911284070809,-0.2721781592978959,0.5730937409337168,0.6331636066557297,-0.4741381022126505,0.0,0
Kepler-136 b,-0.4110383300782,-0.4634911284070809,-0.2721781592978959,0.6707934516183177,0.5563164452917823,-0.4747444924361013,0.0,0
Kepler-122 d,-1.0585109810776576,-0.4634911284070809,-0.2721781592978959,0.5354227270250026,0.4267506422848063,-0.5579806895877506,0.0,0
Kepler-157 c,-0.8911733699681358,-0.4634911284070809,-0.2721781592978959,0.5350662720164254,0.3768449718435179,-0.5777366479033156,0.0,0
Kepler-147 c,-1.0658515000625497,-0.4634911284070809,-0.2721781592978959,0.4607223913327782,0.3865659267535823,-0.5952918793463202,0.0,0
Kepler-239 b,-0.768084580902948,-0.4634911284070809,-0.2721781592978959,0.6123179288131272,0.46077888404703,-0.523767038808013,0.0,0
Kepler-200 b,-0.7881873346903132,-0.4634911284070809,-0.2721781592978959,0.3797963318340067,0.4886100626237762,-0.5764726902268965,0.0,0
Kepler-243 b,-0.8173889871170278,-0.4634911284070809,-0.2721781592978959,0.3953632684622553,0.5279286303152634,-0.5569748327823075,0.0,0
Kepler-254 b,-1.200378217939029,-0.4634911284070809,-0.2721781592978959,0.4651285155299175,0.7261140728525519,-0.4692675317092962,0.0,0
Kepler-172 c,-0.934702689903395,-0.4634911284070809,-0.2721781592978959,0.3569435092997732,0.5173758825941281,-0.5710845944144401,0.0,0
Kepler-299 c,-1.0710069962984143,-0.4634911284070809,-0.2721781592978959,0.3534330892468211,0.8831652994133427,-0.4421534437247332,0.0,0
Kepler-278 c,-0.4574133990787996,-0.4634911284070809,-0.2721781592978959,0.5111294966580323,0.3689218410133972,-0.5879043529914812,0.0,0
Kepler-339 d,-0.7312666553232864,-0.4634911284070809,-0.2721781592978959,0.5908291225112141,0.8751963985547366,-0.3953651658093819,0.0,0
